Time_(s), Base_Joint_Velocity_(rad/s), Shoulder_Joint_Velocity_(rad/s), Elbow_Joint_Velocity_(rad/s), Wrist_Pitch_Joint_Velocity_(rad/s), Wrist_Roll_Joint_Velocity_(rad/s)
18.100, 0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.111, 0.00000, -0.00000, -0.00001, 0.00002, -0.00002
18.122, 0.00000, -0.00000, -0.00001, 0.00002, -0.00002
18.133, -0.00000, -0.00000, -0.00001, 0.00002, -0.00002
18.144, -0.00000, -0.00000, -0.00001, 0.00002, -0.00002
18.156, -0.00000, -0.00000, -0.00001, 0.00002, -0.00002
18.167, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.178, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.189, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.200, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.211, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.222, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.233, -0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.244, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.256, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.267, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.278, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.289, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.300, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.311, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.322, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.333, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.344, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.356, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.367, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.378, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.389, -0.00000, -0.00000, -0.00000, 0.00001, -0.00002
18.400, -0.00000, -0.00000, -0.00000, 0.00001, -0.00001
18.411, -0.00000, -0.00000, -0.00000, 0.00000, -0.00001
18.422, -0.00000, -0.00000, -0.00000, 0.00000, -0.00001
18.433, -0.00000, -0.00000, -0.00000, 0.00000, -0.00001
18.444, -0.00000, -0.00000, -0.00000, 0.00000, -0.00001
18.456, -0.00000, -0.00000, -0.00000, 0.00000, -0.00001
18.467, -0.00000, -0.00000, -0.00000, 0.00000, -0.00001
18.478, -0.00000, 0.00000, 0.00000, -0.00000, -0.00001
18.489, -0.00000, 0.00000, 0.00000, -0.00000, -0.00001
18.500, -0.00000, 0.00000, 0.00000, -0.00000, -0.00000
18.511, -0.00000, 0.00000, 0.00000, -0.00000, -0.00000
18.522, -0.00000, 0.00000, 0.00000, -0.00001, -0.00000
18.533, -0.00000, 0.00000, 0.00000, -0.00001, 0.00000
18.544, -0.00000, 0.00000, 0.00000, -0.00001, 0.00000
18.556, -0.00000, 0.00000, 0.00000, -0.00001, 0.00000
18.567, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
18.578, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
18.589, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
18.600, -0.00000, 0.00000, 0.00001, -0.00001, 0.00001
18.611, -0.00000, 0.00000, 0.00001, -0.00002, 0.00001
18.622, -0.00000, 0.00000, 0.00001, -0.00002, 0.00001
18.633, -0.00000, 0.00000, 0.00001, -0.00002, 0.00002
18.644, -0.00000, 0.00000, 0.00001, -0.00002, 0.00002
18.656, -0.00000, 0.00001, 0.00001, -0.00002, 0.00002
18.667, -0.00000, 0.00001, 0.00001, -0.00002, 0.00002
18.678, -0.00000, 0.00001, 0.00001, -0.00003, 0.00003
18.689, -0.00000, 0.00001, 0.00001, -0.00003, 0.00003
18.700, -0.00000, 0.00001, 0.00001, -0.00003, 0.00003
18.711, -0.00000, 0.00001, 0.00001, -0.00003, 0.00003
18.722, -0.00000, 0.00001, 0.00001, -0.00003, 0.00004
18.733, -0.00000, 0.00001, 0.00001, -0.00003, 0.00004
18.744, -0.00000, 0.00001, 0.00001, -0.00004, 0.00004
18.756, -0.00000, 0.00001, 0.00001, -0.00004, 0.00004
18.767, -0.00000, 0.00001, 0.00001, -0.00004, 0.00005
18.778, -0.00000, 0.00001, 0.00002, -0.00004, 0.00005
18.789, -0.00000, 0.00001, 0.00002, -0.00004, 0.00005
18.800, -0.00000, 0.00001, 0.00002, -0.00005, 0.00006
18.811, 0.00000, 0.00009, 0.00025, -0.00031, 0.00049
18.822, 0.00000, 0.00024, 0.00073, -0.00077, 0.00129
18.833, 0.00000, 0.00045, 0.00146, -0.00142, 0.00246
18.844, 0.00000, 0.00074, 0.00244, -0.00228, 0.00401
18.856, 0.00000, 0.00109, 0.00366, -0.00333, 0.00592
18.867, 0.00000, 0.00150, 0.00513, -0.00458, 0.00820
18.878, 0.00000, 0.00199, 0.00684, -0.00602, 0.01085
18.889, 0.00000, 0.00254, 0.00881, -0.00767, 0.01387
18.900, 0.00000, 0.00316, 0.01102, -0.00951, 0.01726
18.911, 0.00000, 0.00384, 0.01347, -0.01155, 0.02102
18.922, 0.00000, 0.00460, 0.01618, -0.01378, 0.02515
18.933, 0.00000, 0.00542, 0.01913, -0.01621, 0.02965
18.944, 0.00000, 0.00631, 0.02233, -0.01884, 0.03452
18.956, 0.00000, 0.00726, 0.02577, -0.02167, 0.03975
18.967, 0.00000, 0.00829, 0.02946, -0.02469, 0.04536
18.978, 0.00000, 0.00938, 0.03340, -0.02792, 0.05134
18.989, 0.00000, 0.01053, 0.03758, -0.03133, 0.05768
19.000, 0.00000, 0.01176, 0.04202, -0.03495, 0.06440
19.011, 0.00000, 0.01305, 0.04670, -0.03876, 0.07148
19.022, 0.00000, 0.01441, 0.05162, -0.04278, 0.07894
19.033, 0.00000, 0.01584, 0.05679, -0.04698, 0.08676
19.044, 0.00000, 0.01733, 0.06221, -0.05139, 0.09496
19.056, 0.00000, 0.01889, 0.06788, -0.05599, 0.10352
19.067, 0.00000, 0.02052, 0.07379, -0.06079, 0.11245
19.078, 0.00000, 0.02222, 0.07995, -0.06579, 0.12176
19.089, 0.00000, 0.02398, 0.08636, -0.07098, 0.13143
19.100, 0.00000, 0.02581, 0.09302, -0.07637, 0.14147
19.111, 0.00000, 0.02771, 0.09992, -0.08196, 0.15188
19.122, 0.00000, 0.02968, 0.10707, -0.08775, 0.16266
19.133, 0.00000, 0.03171, 0.11446, -0.09373, 0.17381
19.144, 0.00000, 0.03381, 0.12211, -0.09991, 0.18533
19.156, 0.00000, 0.03598, 0.12989, -0.10629, 0.19722
19.167, 0.00000, 0.03821, 0.13767, -0.11287, 0.20948
19.178, 0.00000, 0.04052, 0.14544, -0.11964, 0.22211
19.189, 0.00000, 0.04289, 0.15322, -0.12661, 0.23511
19.200, 0.00000, 0.04532, 0.16100, -0.13378, 0.24848
19.211, 0.00000, 0.04783, 0.16878, -0.14114, 0.26222
19.222, 0.00000, 0.05040, 0.17656, -0.14870, 0.27632
19.233, 0.00000, 0.05304, 0.18433, -0.15646, 0.29080
19.244, 0.00000, 0.05574, 0.19211, -0.16442, 0.30565
19.256, 0.00000, 0.05852, 0.19989, -0.17257, 0.32086
19.267, 0.00000, 0.06136, 0.20767, -0.18093, 0.33639
19.278, 0.00000, 0.06427, 0.21544, -0.18947, 0.35195
19.289, 0.00000, 0.06724, 0.22323, -0.19822, 0.36747
19.300, 0.00000, 0.07028, 0.23098, -0.20716, 0.38301
19.311, 0.00000, 0.07339, 0.23853, -0.21630, 0.39855
19.322, 0.00000, 0.07657, 0.24582, -0.22564, 0.41409
19.333, 0.00000, 0.07982, 0.25287, -0.23517, 0.42963
19.344, 0.00000, 0.08309, 0.25967, -0.24491, 0.44516
19.356, 0.00000, 0.08636, 0.26623, -0.25484, 0.46070
19.367, 0.00000, 0.08963, 0.27254, -0.26496, 0.47624
19.378, 0.00000, 0.09290, 0.27860, -0.27521, 0.49178
19.389, 0.00000, 0.09617, 0.28442, -0.28544, 0.50734
19.400, 0.00000, 0.09945, 0.28998, -0.29566, 0.52273
19.411, 0.00000, 0.10272, 0.29530, -0.30588, 0.53779
19.422, 0.00000, 0.10599, 0.30038, -0.31611, 0.55245
19.433, 0.00000, 0.10926, 0.30521, -0.32634, 0.56674
19.444, 0.00000, 0.11253, 0.30979, -0.33656, 0.58067
19.456, 0.00000, 0.11580, 0.31412, -0.34679, 0.59423
19.467, 0.00000, 0.11907, 0.31821, -0.35701, 0.60742
19.478, 0.00000, 0.12234, 0.32205, -0.36724, 0.62024
19.489, 0.00000, 0.12561, 0.32564, -0.37746, 0.63269
19.500, 0.00000, 0.12888, 0.32898, -0.38768, 0.64477
19.511, 0.00000, 0.13215, 0.33208, -0.39791, 0.65648
19.522, 0.00000, 0.13542, 0.33493, -0.40816, 0.66782
19.533, 0.00000, 0.13869, 0.33754, -0.41834, 0.67879
19.544, 0.00000, 0.14196, 0.33990, -0.42839, 0.68939
19.556, 0.00000, 0.14524, 0.34201, -0.43823, 0.69962
19.567, 0.00000, 0.14850, 0.34387, -0.44786, 0.70949
19.578, 0.00000, 0.15172, 0.34549, -0.45730, 0.71898
19.589, 0.00000, 0.15487, 0.34686, -0.46654, 0.72810
19.600, 0.00000, 0.15795, 0.34798, -0.47558, 0.73686
19.611, 0.00000, 0.16097, 0.34886, -0.48443, 0.74524
19.622, 0.00000, 0.16392, 0.34949, -0.49308, 0.75326
19.633, 0.00000, 0.16680, 0.34987, -0.50153, 0.76090
19.644, 0.00000, 0.16961, 0.35000, -0.50978, 0.76818
19.656, 0.00000, 0.17236, 0.35000, -0.51784, 0.77508
19.667, 0.00000, 0.17503, 0.35000, -0.52570, 0.78162
19.678, 0.00000, 0.17764, 0.35000, -0.53336, 0.78779
19.689, 0.00000, 0.18019, 0.35000, -0.54083, 0.79358
19.700, 0.00000, 0.18266, 0.35000, -0.54809, 0.79901
19.711, 0.00000, 0.18507, 0.35000, -0.55516, 0.80407
19.722, 0.00000, 0.18741, 0.35000, -0.56204, 0.80876
19.733, 0.00000, 0.18969, 0.35000, -0.56871, 0.81308
19.744, 0.00000, 0.19190, 0.35000, -0.57519, 0.81703
19.756, 0.00000, 0.19404, 0.35000, -0.58147, 0.82061
19.767, 0.00000, 0.19611, 0.35000, -0.58756, 0.82382
19.778, 0.00000, 0.19811, 0.35000, -0.59344, 0.82666
19.789, 0.00000, 0.20005, 0.35000, -0.59913, 0.82913
19.800, 0.00000, 0.20192, 0.35000, -0.60463, 0.83123
19.811, 0.00000, 0.20372, 0.35000, -0.60992, 0.83297
19.822, 0.00000, 0.20546, 0.35000, -0.61502, 0.83433
19.833, 0.00000, 0.20713, 0.35000, -0.61992, 0.83532
19.844, 0.00000, 0.20873, 0.35000, -0.62462, 0.83594
19.856, 0.00000, 0.21026, 0.35000, -0.62913, 0.83620
19.867, 0.00000, 0.21173, 0.35000, -0.63344, 0.83618
19.878, 0.00000, 0.21313, 0.35000, -0.63755, 0.83617
19.889, 0.00000, 0.21446, 0.35000, -0.64146, 0.83618
19.900, 0.00000, 0.21572, 0.35000, -0.64518, 0.83618
19.911, 0.00000, 0.21692, 0.35000, -0.64870, 0.83618
19.922, 0.00000, 0.21805, 0.35000, -0.65202, 0.83618
19.933, 0.00000, 0.21911, 0.35000, -0.65514, 0.83618
19.944, 0.00000, 0.22011, 0.35000, -0.65807, 0.83618
19.956, 0.00000, 0.22103, 0.35000, -0.66080, 0.83618
19.967, 0.00000, 0.22189, 0.35000, -0.66333, 0.83618
19.978, 0.00000, 0.22269, 0.35000, -0.66567, 0.83618
19.989, 0.00000, 0.22341, 0.35000, -0.66781, 0.83618
20.000, 0.00000, 0.22407, 0.35000, -0.66975, 0.83618
20.011, 0.00000, 0.22466, 0.35000, -0.67149, 0.83618
20.022, 0.00000, 0.22519, 0.35000, -0.67304, 0.83618
20.033, 0.00000, 0.22564, 0.35000, -0.67439, 0.83618
20.044, 0.00000, 0.22603, 0.35000, -0.67554, 0.83618
20.056, 0.00000, 0.22635, 0.35000, -0.67649, 0.83618
20.067, 0.00000, 0.22661, 0.35000, -0.67725, 0.83618
20.078, 0.00000, 0.22679, 0.35000, -0.67781, 0.83618
20.089, 0.00000, 0.22691, 0.35000, -0.67817, 0.83618
20.100, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.111, 0.00000, 0.22697, 0.35000, -0.67835, 0.83618
20.122, 0.00000, 0.22696, 0.35000, -0.67832, 0.83618
20.133, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.144, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.156, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.167, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.178, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.189, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.200, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.211, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.222, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.233, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.244, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.256, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.267, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.278, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.289, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.300, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.311, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.322, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.333, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.344, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.356, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.367, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.378, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.389, 0.00000, 0.22696, 0.35000, -0.67832, 0.83618
20.400, 0.00000, 0.22696, 0.35000, -0.67833, 0.83618
20.411, 0.00000, 0.22696, 0.35000, -0.67834, 0.83618
20.422, 0.00000, 0.22697, 0.35000, -0.67829, 0.83618
20.433, 0.00000, 0.22695, 0.35000, -0.67808, 0.83618
20.444, 0.00000, 0.22687, 0.35000, -0.67765, 0.83618
20.456, 0.00000, 0.22672, 0.35000, -0.67702, 0.83618
20.467, 0.00000, 0.22650, 0.35000, -0.67620, 0.83618
20.478, 0.00000, 0.22622, 0.35000, -0.67518, 0.83618
20.489, 0.00000, 0.22587, 0.35000, -0.67396, 0.83618
20.500, 0.00000, 0.22545, 0.35000, -0.67255, 0.83618
20.511, 0.00000, 0.22496, 0.35000, -0.67094, 0.83618
20.522, 0.00000, 0.22441, 0.35000, -0.66913, 0.83618
20.533, 0.00000, 0.22378, 0.35000, -0.66712, 0.83618
20.544, 0.00000, 0.22310, 0.35000, -0.66492, 0.83618
20.556, 0.00000, 0.22234, 0.35000, -0.66252, 0.83618
20.567, 0.00000, 0.22152, 0.35000, -0.65992, 0.83618
20.578, 0.00000, 0.22063, 0.35000, -0.65712, 0.83618
20.589, 0.00000, 0.21967, 0.35000, -0.65413, 0.83618
20.600, 0.00000, 0.21864, 0.35000, -0.65094, 0.83618
20.611, 0.00000, 0.21755, 0.35000, -0.64755, 0.83618
20.622, 0.00000, 0.21639, 0.35000, -0.64397, 0.83618
20.633, 0.00000, 0.21517, 0.35000, -0.64018, 0.83618
20.644, 0.00000, 0.21387, 0.35000, -0.63621, 0.83618
20.656, 0.00000, 0.21251, 0.35000, -0.63203, 0.83617
20.667, 0.00000, 0.21108, 0.35000, -0.62765, 0.83619
20.678, 0.00000, 0.20958, 0.35000, -0.62308, 0.83614
20.689, 0.00000, 0.20802, 0.35000, -0.61832, 0.83573
20.700, 0.00000, 0.20639, 0.35000, -0.61335, 0.83495
20.711, 0.00000, 0.20469, 0.35000, -0.60819, 0.83380
20.722, 0.00000, 0.20293, 0.35000, -0.60283, 0.83229
20.733, 0.00000, 0.20109, 0.35000, -0.59727, 0.83040
20.744, 0.00000, 0.19919, 0.35000, -0.59151, 0.82815
20.756, 0.00000, 0.19723, 0.35000, -0.58556, 0.82552
20.767, 0.00000, 0.19519, 0.35000, -0.57941, 0.82253
20.778, 0.00000, 0.19309, 0.35000, -0.57307, 0.81916
20.789, 0.00000, 0.19092, 0.35000, -0.56652, 0.81543
20.800, 0.00000, 0.18868, 0.35000, -0.55978, 0.81132
20.811, 0.00000, 0.18638, 0.35000, -0.55284, 0.80685
20.822, 0.00000, 0.18401, 0.35000, -0.54571, 0.80201
20.833, 0.00000, 0.18157, 0.35000, -0.53837, 0.79679
20.844, 0.00000, 0.17906, 0.35000, -0.53084, 0.79121
20.856, 0.00000, 0.17649, 0.35000, -0.52311, 0.78526
20.867, 0.00000, 0.17385, 0.34999, -0.51519, 0.77894
20.878, 0.00000, 0.17114, 0.35001, -0.50707, 0.77225
20.889, 0.00000, 0.16836, 0.34997, -0.49875, 0.76519
20.900, 0.00000, 0.16552, 0.34974, -0.49023, 0.75776
20.911, 0.00000, 0.16261, 0.34925, -0.48152, 0.74996
20.922, 0.00000, 0.15963, 0.34851, -0.47260, 0.74179
20.933, 0.00000, 0.15659, 0.34752, -0.46350, 0.73325
20.944, 0.00000, 0.15348, 0.34629, -0.45419, 0.72434
20.956, 0.00000, 0.15029, 0.34481, -0.44469, 0.71507
20.967, 0.00000, 0.14705, 0.34309, -0.43499, 0.70542
20.978, 0.00000, 0.14377, 0.34112, -0.42509, 0.69540
20.989, 0.00000, 0.14050, 0.33890, -0.41499, 0.68502
21.000, 0.00000, 0.13723, 0.33643, -0.40475, 0.67426
21.011, 0.00000, 0.13396, 0.33372, -0.39451, 0.66314
21.022, 0.00000, 0.13069, 0.33076, -0.38430, 0.65164
21.033, 0.00000, 0.12742, 0.32755, -0.37407, 0.63978
21.044, 0.00000, 0.12415, 0.32410, -0.36385, 0.62754
21.056, 0.00000, 0.12088, 0.32040, -0.35362, 0.61494
21.067, 0.00000, 0.11761, 0.31645, -0.34340, 0.60197
21.078, 0.00000, 0.11434, 0.31226, -0.33317, 0.58862
21.089, 0.00000, 0.11107, 0.30782, -0.32295, 0.57491
21.100, 0.00000, 0.10780, 0.30313, -0.31272, 0.56083
21.111, 0.00000, 0.10453, 0.29820, -0.30250, 0.54638
21.122, 0.00000, 0.10125, 0.29301, -0.29227, 0.53157
21.133, 0.00000, 0.09798, 0.28758, -0.28204, 0.51634
21.144, 0.00000, 0.09471, 0.28191, -0.27181, 0.50086
21.156, 0.00000, 0.09144, 0.27599, -0.26161, 0.48530
21.167, 0.00000, 0.08817, 0.26982, -0.25152, 0.46976
21.178, 0.00000, 0.08490, 0.26340, -0.24165, 0.45423
21.189, 0.00000, 0.08163, 0.25674, -0.23199, 0.43869
21.200, 0.00000, 0.07836, 0.24983, -0.22252, 0.42315
21.211, 0.00000, 0.07514, 0.24267, -0.21325, 0.40761
21.222, 0.00000, 0.07200, 0.23526, -0.20418, 0.39208
21.233, 0.00000, 0.06892, 0.22762, -0.19530, 0.37654
21.244, 0.00000, 0.06590, 0.21983, -0.18662, 0.36100
21.256, 0.00000, 0.06296, 0.21205, -0.17813, 0.34547
21.267, 0.00000, 0.06008, 0.20427, -0.16985, 0.32990
21.278, 0.00000, 0.05727, 0.19650, -0.16176, 0.31448
21.289, 0.00000, 0.05453, 0.18872, -0.15387, 0.29941
21.300, 0.00000, 0.05185, 0.18094, -0.14618, 0.28472
21.311, 0.00000, 0.04924, 0.17316, -0.13868, 0.27040
21.322, 0.00000, 0.04670, 0.16538, -0.13138, 0.25644
21.333, 0.00000, 0.04423, 0.15761, -0.12428, 0.24286
21.344, 0.00000, 0.04182, 0.14983, -0.11737, 0.22965
21.356, 0.00000, 0.03948, 0.14205, -0.11067, 0.21680
21.367, 0.00000, 0.03721, 0.13427, -0.10416, 0.20433
21.378, 0.00000, 0.03500, 0.12649, -0.09784, 0.19222
21.389, 0.00000, 0.03286, 0.11874, -0.09173, 0.18049
21.400, 0.00000, 0.03079, 0.11120, -0.08581, 0.16912
21.411, 0.00000, 0.02879, 0.10392, -0.08009, 0.15813
21.422, 0.00000, 0.02686, 0.09688, -0.07456, 0.14750
21.433, 0.00000, 0.02499, 0.09008, -0.06924, 0.13724
21.444, 0.00000, 0.02319, 0.08354, -0.06411, 0.12735
21.456, 0.00000, 0.02145, 0.07724, -0.05918, 0.11783
21.467, 0.00000, 0.01979, 0.07118, -0.05444, 0.10869
21.478, 0.00000, 0.01819, 0.06538, -0.04991, 0.09991
21.489, 0.00000, 0.01666, 0.05982, -0.04557, 0.09150
21.500, 0.00000, 0.01519, 0.05451, -0.04142, 0.08346
21.511, 0.00000, 0.01380, 0.04944, -0.03748, 0.07579
21.522, 0.00000, 0.01247, 0.04462, -0.03373, 0.06849
21.533, 0.00000, 0.01120, 0.04005, -0.03018, 0.06155
21.544, 0.00000, 0.01001, 0.03573, -0.02683, 0.05499
21.556, 0.00000, 0.00888, 0.03165, -0.02367, 0.04880
21.567, 0.00000, 0.00782, 0.02782, -0.02071, 0.04298
21.578, 0.00000, 0.00683, 0.02424, -0.01795, 0.03752
21.589, 0.00000, 0.00590, 0.02090, -0.01538, 0.03244
21.600, 0.00000, 0.00504, 0.01781, -0.01302, 0.02773
21.611, 0.00000, 0.00425, 0.01497, -0.01085, 0.02338
21.622, 0.00000, 0.00353, 0.01237, -0.00888, 0.01941
21.633, 0.00000, 0.00287, 0.01002, -0.00710, 0.01580
21.644, 0.00000, 0.00228, 0.00792, -0.00552, 0.01257
21.656, 0.00000, 0.00176, 0.00606, -0.00414, 0.00970
21.667, 0.00000, 0.00131, 0.00446, -0.00296, 0.00720
21.678, 0.00000, 0.00092, 0.00310, -0.00197, 0.00508
21.689, 0.00000, 0.00060, 0.00198, -0.00118, 0.00332
21.700, 0.00000, 0.00035, 0.00111, -0.00059, 0.00193
21.711, 0.00000, 0.00016, 0.00049, -0.00020, 0.00091
21.722, 0.00000, 0.00005, 0.00012, -0.00000, 0.00026
21.733, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.744, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.756, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.767, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.778, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.789, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.800, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.811, -0.00000, 0.00000, 0.00000, 0.00002, 0.00003
21.822, -0.00000, 0.00000, 0.00001, 0.00002, 0.00003
21.833, -0.00000, -0.00000, 0.00001, 0.00002, 0.00003
21.844, -0.00000, -0.00000, 0.00001, 0.00002, 0.00003
21.856, -0.00000, -0.00000, 0.00001, 0.00002, 0.00003
21.867, -0.00000, -0.00000, 0.00001, 0.00002, 0.00003
21.878, -0.00000, -0.00000, 0.00001, 0.00002, 0.00003
21.889, -0.00000, -0.00000, 0.00001, 0.00001, 0.00003
21.900, -0.00000, -0.00000, 0.00001, 0.00001, 0.00003
21.911, -0.00000, -0.00000, 0.00001, 0.00001, 0.00003
21.922, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
21.933, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
21.944, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
21.956, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
21.967, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
21.978, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
21.989, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
22.000, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
22.011, -0.00000, -0.00000, 0.00001, 0.00001, 0.00002
22.022, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.033, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.044, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.056, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.067, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.078, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.089, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.100, -0.00000, -0.00001, 0.00001, 0.00001, 0.00002
22.111, -0.00000, -0.00001, 0.00000, 0.00001, 0.00002
22.122, -0.00000, -0.00001, 0.00000, 0.00001, 0.00001
22.133, -0.00000, -0.00001, 0.00000, 0.00001, 0.00001
22.144, -0.00000, -0.00001, 0.00000, 0.00001, 0.00001
22.156, -0.00000, -0.00001, 0.00000, 0.00001, 0.00001
22.167, -0.00000, -0.00001, 0.00000, 0.00001, 0.00001
22.178, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.189, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.200, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.211, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.222, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.233, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.244, -0.00000, -0.00001, 0.00000, 0.00000, 0.00001
22.256, -0.00000, -0.00000, 0.00000, 0.00000, 0.00000
22.267, -0.00000, -0.00000, 0.00000, 0.00000, 0.00000
22.278, -0.00000, -0.00000, 0.00000, 0.00000, 0.00000
22.289, -0.00000, -0.00000, 0.00000, -0.00000, 0.00000
22.300, -0.00000, -0.00000, 0.00000, -0.00000, 0.00000
22.311, -0.00000, -0.00000, 0.00000, -0.00000, -0.00000
22.322, -0.00000, -0.00000, 0.00000, -0.00000, -0.00000
22.333, -0.00000, -0.00000, 0.00000, -0.00000, -0.00000
22.344, -0.00000, -0.00000, 0.00000, -0.00000, -0.00000
22.356, -0.00000, -0.00000, -0.00000, -0.00000, -0.00001
22.367, -0.00000, -0.00000, -0.00000, -0.00000, -0.00001
22.378, -0.00000, -0.00000, -0.00000, -0.00001, -0.00001
22.389, -0.00000, -0.00000, -0.00000, -0.00001, -0.00001
22.400, 0.00000, -0.00000, -0.00000, -0.00001, -0.00001
22.411, 0.00000, -0.00000, -0.00000, -0.00001, -0.00001
22.422, 0.00000, -0.00000, -0.00000, -0.00001, -0.00001
22.433, 0.00000, -0.00000, -0.00000, -0.00001, -0.00001
22.444, 0.00000, 0.00000, -0.00000, -0.00001, -0.00002
22.456, 0.00000, 0.00000, -0.00000, -0.00001, -0.00002
22.467, 0.00000, 0.00000, -0.00000, -0.00001, -0.00002
22.478, 0.00000, 0.00000, -0.00000, -0.00001, -0.00002
22.489, 0.00000, 0.00000, -0.00000, -0.00001, -0.00002
22.500, 0.00000, 0.00000, -0.00000, -0.00001, -0.00002
22.511, 0.00000, 0.00000, -0.00001, -0.00001, -0.00002
22.522, 0.00000, 0.00000, -0.00001, -0.00001, -0.00002
22.533, 0.00000, 0.00000, -0.00001, -0.00001, -0.00003
22.544, 0.00000, 0.00000, -0.00001, -0.00002, -0.00003
22.556, 0.00000, 0.00001, -0.00001, -0.00002, -0.00003
22.567, 0.00000, 0.00001, -0.00001, -0.00002, -0.00003
22.578, 0.00000, 0.00001, -0.00001, -0.00002, -0.00003
22.589, 0.00000, 0.00001, -0.00001, -0.00002, -0.00003
22.600, 0.00000, 0.00001, -0.00001, -0.00002, -0.00004
22.611, 0.00000, 0.00001, -0.00001, -0.00002, -0.00004
22.622, 0.00000, 0.00001, -0.00001, -0.00002, -0.00004
